cod_sll2011,cod_region,year,punt_wle_medio_mat5,distretto,dummy_sll_A,dummy_sll_B_turistico,dummy_sll_B_nonturistico,dummy_sll_C,dummy_sll_D,classe_dim_1,classe_dim_2,classe_dim_3,classe_dim_4,classe_dim_5,share_UNIgraduates_3034,share_HSgraduates_2564,share_urb_area,SNAI_56,log_gini_index,punt_perc_medio_ita5,sd_punt_perc_medio_ita5,punt_wle_medio_ita5,sd_punt_wle_medio_ita5,perc_copert_ita5,punt_perc_medio_mat5,sd_punt_perc_medio_mat5,sd_punt_wle_medio_mat5,perc_copert_mat5,redd_pc,quota_redd_pens,quota_redd_dip,tassodidisoccupazione,share_pop_65plus,share_pop_for,avg_price_house,share_mayor_graduate,share_recycling,share_manufacturing,log_pop,log_redd_compl,l1punt_wle_medio_mat5,log_gini_index_chg,punt_perc_medio_ita5_chg,sd_punt_perc_medio_ita5_chg,punt_wle_medio_ita5_chg,sd_punt_wle_medio_ita5_chg,perc_copert_ita5_chg,punt_perc_medio_mat5_chg,sd_punt_perc_medio_mat5_chg,sd_punt_wle_medio_mat5_chg,perc_copert_mat5_chg,redd_pc_chg,quota_redd_pens_chg,quota_redd_dip_chg,tassodidisoccupazione_chg,share_pop_65plus_chg,share_pop_for_chg,avg_price_house_chg,share_mayor_graduate_chg,share_recycling_chg,share_manufacturing_chg,log_pop_chg,log_redd_compl_chg,l2log_gini_index_chg,l2punt_perc_medio_ita5_chg,l2sd_punt_perc_medio_ita5_chg,l2punt_wle_medio_ita5_chg,l2sd_punt_wle_medio_ita5_chg,l2perc_copert_ita5_chg,l2punt_perc_medio_mat5_chg,l2sd_punt_perc_medio_mat5_chg,l2sd_punt_wle_medio_mat5_chg,l2perc_copert_mat5_chg,l2redd_pc_chg,l2quota_redd_pens_chg,l2quota_redd_dip_chg,l2tassodidisoccupazione_chg,l2share_pop_65plus_chg,l2share_pop_for_chg,l2avg_price_house_chg,l2share_mayor_graduate_chg,l2share_recycling_chg,l2share_manufacturing_chg,l2log_pop_chg,l2log_redd_compl_chg,l3log_gini_index_chg,l3punt_perc_medio_ita5_chg,l3sd_punt_perc_medio_ita5_chg,l3punt_wle_medio_ita5_chg,l3sd_punt_wle_medio_ita5_chg,l3perc_copert_ita5_chg,l3punt_perc_medio_mat5_chg,l3sd_punt_perc_medio_mat5_chg,l3sd_punt_wle_medio_mat5_chg,l3perc_copert_mat5_chg,l3redd_pc_chg,l3quota_redd_pens_chg,l3quota_redd_dip_chg,l3tassodidisoccupazione_chg,l3share_pop_65plus_chg,l3share_pop_for_chg,l3avg_price_house_chg,l3share_mayor_graduate_chg,l3share_recycling_chg,l3share_manufacturing_chg,l3log_pop_chg,l3log_redd_compl_chg,l1punt_wle_medio_mat5_chg,l2punt_wle_medio_mat5_chg,l3punt_wle_medio_mat5_chg,l2log_gini_index,l2punt_perc_medio_ita5,l2sd_punt_perc_medio_ita5,l2punt_wle_medio_ita5,l2sd_punt_wle_medio_ita5,l2perc_copert_ita5,l2punt_perc_medio_mat5,l2sd_punt_perc_medio_mat5,l2sd_punt_wle_medio_mat5,l2perc_copert_mat5,l2redd_pc,l2quota_redd_pens,l2quota_redd_dip,l2tassodidisoccupazione,l2share_pop_65plus,l2share_pop_for,l2avg_price_house,l2share_mayor_graduate,l2share_recycling,l2share_manufacturing,l2log_pop,l2log_redd_compl,l3log_gini_index,l3punt_perc_medio_ita5,l3sd_punt_perc_medio_ita5,l3punt_wle_medio_ita5,l3sd_punt_wle_medio_ita5,l3perc_copert_ita5,l3punt_perc_medio_mat5,l3sd_punt_perc_medio_mat5,l3sd_punt_wle_medio_mat5,l3perc_copert_mat5,l3redd_pc,l3quota_redd_pens,l3quota_redd_dip,l3tassodidisoccupazione,l3share_pop_65plus,l3share_pop_for,l3avg_price_house,l3share_mayor_graduate,l3share_recycling,l3share_manufacturing,l3log_pop,l3log_redd_compl,l2punt_wle_medio_mat5,l3punt_wle_medio_mat5
316,3,2018,1.6547936,1,0,0,0,0,1,0,1,0,0,0,22.185,46.568,.071871534,.60000002,-.97127825,60.28454831854416,19.2324555120546,.62797582,44.84569285631705,94.63806970509383,60.97261321969993,17.13176481226894,33.75211109339935,94.36997319034852,19475.752,.3100785,.51915622,5.956,.23708254,.043359313,976.04999,.34999999,.63649625,.31197095,10.564783,20.106005,.85925227,.013658345,-6.8935122,3.2778673,-.17614526,10.066818,1.5346215,-.43048909,.16613452,-1.8130492,1.2665249,-137.43945,.0046179295,.010982871,-.92799997,.0040046722,-.00028331578,-1.6000366,.049999982,.10814059,-.0013635457,-.0035552979,.0038585663,.013277113,4.6411829,1.7760966,-.4974367,2.2393506,-.12571838,-4.2913132,.85840857,.89897555,-.64655173,398.4707,.00092580914,-.0013877749,-.52600002,.0061316937,-.0019005537,.81671143,.10000001,.11133802,-.0012026131,-.0023117065,.023670197,.0081016421,-3.9233501,-.59572303,.27405238,-2.5927234,7.0878625,-4.1602011,1.4622229,-2.8235071,7.6086955,401.9668,-.00063088536,.0013510585,-.373,.0059196353,-.0030739643,21.104126,0,-.0029976368,.00018134713,-.0037899017,.017230988,-.54071385,-.23531878,.41889751,-.99821371,62.536877,14.178492,1.3015578,32.539524,93.229164,65.694412,16.107222,34.666183,93.75,19214.721,.30453476,.50956112,7.4099998,.22694618,.045543183,976.83331,.2,.41701764,.31453711,10.57065,20.078476,-1.0063154,66.460228,14.774215,1.0275054,35.132248,86.141304,69.854614,14.644999,37.489693,86.141304,18812.754,.30516565,.50821006,7.783,.22102654,.048617147,955.72919,.2,.42001528,.31435576,10.57444,20.061245,1.3999661,1.6352849
316,3,2019,1.3369234,1,0,0,0,0,1,0,1,0,0,0,22.185,46.568,.071871534,.60000002,-.97250521,65.88805862801611,17.57315170152571,.90477556,33.34909892698998,94.55040871934605,61.42287252419907,19.75083598685962,35.67080712980298,95.91280653950953,20152.459,.30798742,.51259875,5.607,.24147566,.043695349,976.04999,.34999999,.68111008,.31413892,10.562406,20.150328,1.6547936,-.0012269616,5.6035104,-1.6593038,.27679974,-11.496593,-.087660983,.4502593,2.6190712,1.918696,1.5428333,676.70703,-.00209108,-.0065574646,-.34900001,.0043931156,.00033603609,0,0,.044613838,.0021679699,-.0023775101,.044322968,.013658345,-6.8935122,3.2778673,-.17614526,10.066818,1.5346215,-.43048909,.16613452,-1.8130492,1.2665249,-137.43945,.0046179295,.010982871,-.92799997,.0040046722,-.00028331578,-1.6000366,.049999982,.10814059,-.0013635457,-.0035552979,.0038585663,.013277113,4.6411829,1.7760966,-.4974367,2.2393506,-.12571838,-4.2913132,.85840857,.89897555,-.64655173,398.4707,.00092580914,-.0013877749,-.52600002,.0061316937,-.0019005537,.81671143,.10000001,.11133802,-.0012026131,-.0023117065,.023670197,.79554135,-.54071385,-.23531878,-.98493659,67.178062,15.954588,.80412108,34.778873,93.103447,61.403103,16.96563,35.565159,93.103447,19613.191,.30546057,.50817335,6.8839998,.23307787,.043642629,977.65002,.30000001,.52835566,.31333449,10.568338,20.102146,-.99821371,62.536877,14.178492,1.3015578,32.539524,93.229164,65.694412,16.107222,34.666183,93.75,19214.721,.30453476,.50956112,7.4099998,.22694618,.045543183,976.83331,.2,.41701764,.31453711,10.57065,20.078476,.85925227,1.3999661
316,3,2020,.52431393,1,0,0,0,0,1,0,1,0,0,0,22.185,46.568,.071871534,.60000002,-.96763283,65.80207774192395,18.74058923672146,.96035904,36.21539983159711,94.24242424242424,65.67696097203414,17.45770254778235,35.04947762813779,93.59756097560977,20167,.31845802,.51783949,5.205,.24676812,.042762388,969.7417,.2631579,.69681942,.31659114,10.556984,20.153118,1.3369234,.0048723817,-.085980885,1.1674376,.055583477,2.8663008,-.30798447,4.2540884,-2.2931335,-.62132949,-2.3152456,14.541016,.010470599,.0052407384,-.40200001,.0052924603,-.0009329617,-6.3082886,-.08684209,.015709341,.0024522245,-.0054216385,.002790451,-.0012269616,5.6035104,-1.6593038,.27679974,-11.496593,-.087660983,.4502593,2.6190712,1.918696,1.5428333,676.70703,-.00209108,-.0065574646,-.34900001,.0043931156,.00033603609,0,0,.044613838,.0021679699,-.0023775101,.044322968,.013658345,-6.8935122,3.2778673,-.17614526,10.066818,1.5346215,-.43048909,.16613452,-1.8130492,1.2665249,-137.43945,.0046179295,.010982871,-.92799997,.0040046722,-.00028331578,-1.6000366,.049999982,.10814059,-.0013635457,-.0035552979,.0038585663,-.31787026,.79554135,-.54071385,-.97127825,60.28455,19.232456,.62797582,44.845692,94.638069,60.972614,17.131765,33.75211,94.369972,19475.752,.3100785,.51915622,5.9559999,.23708254,.043359313,976.04999,.34999999,.63649625,.31197095,10.564783,20.106005,-.98493659,67.178062,15.954588,.80412108,34.778873,93.103447,61.403103,16.96563,35.565159,93.103447,19613.191,.30546057,.50817335,6.8839998,.23307787,.043642629,977.65002,.30000001,.52835566,.31333449,10.568338,20.102146,1.6547936,.85925227
317,3,2017,-.39353955,1,0,0,0,0,1,0,0,1,0,0,15.80476190476191,42.60333333333334,.19301139,.095238097,-.93533009,60.9507883969871,19.67703327998303,-.56434608,41.34703124007738,93.75696767001115,51.10921770051134,19.36765265753187,39.75226071521478,92.7536231884058,21944.213,.22551431,.58668816,5.245,.1804833,.14473981,1050.5159,.14285715,.74760979,.51394445,11.343074,20.948467,-.44415516,.0035569668,5.6930571,2.4853218,-.27967739,3.415401,-.65580314,-2.2260423,-.00031202607,2.4448185,-1.8871977,347.67969,.00032530725,-.00129807,-.398,.0042303205,-.011581704,-.21826172,-.057142854,.17113185,.0088243484,.00047397614,.023902893,.004488349,-7.3674974,.68770033,-.58297551,-.003272434,7.5213852,-11.322627,3.8497188,.84642649,7.2500596,417.48047,-.0002848208,.0012068152,-.52499998,.0050506294,-.0016126484,11.884888,.009523809,.014501095,.00017637014,.0027074814,.026483536,-.0069332719,-11.406177,1.0429587,.34865484,-1.4230922,-4.775281,7.7194691,-2.40168,-1.6458739,-5.4663811,262.10352,.00042688847,-.0013598204,.068000004,.0045277327,-.00093710423,-3.4523926,0,.031638443,-.0025056601,.0035848618,.0096302032,-.015146345,-.53029108,-.017065056,-.94337541,62.625229,16.504011,.29830682,37.934902,86.891388,64.65789,15.518246,36.461018,87.390762,21179.053,.22547382,.58677942,6.1680002,.17120235,.15793416,1038.8492,.19047619,.56197685,.50494373,11.339892,20.898081,-.93644214,74.031403,15.461052,-.050348006,39.357994,91.666664,56.938419,17.919926,38.106888,92.85714,20916.949,.22504693,.58813924,6.0999999,.16667461,.15887126,1042.3016,.19047619,.53033841,.50744939,11.336308,20.888451,-.42900881,.10128228
317,3,2018,-.53032529,1,0,0,0,0,1,0,0,1,0,0,15.80476190476191,42.60333333333334,.19301139,.095238097,-.92103207,55.45973512189659,19.42049561011478,-.04575571,38.16446306961661,91.18644067796609,53.05141954711616,18.95695196180706,37.18440034810837,91.75141242937853,22194.973,.22520335,.59511203,4.467,.18390179,.13846445,1052.2024,.19047619,.75722796,.50513721,11.345169,20.976957,-.39353955,.014298022,-5.4910531,-.25653768,.51859039,-3.1825681,-2.5705271,1.9422019,-.41070071,-2.5678604,-1.0022107,250.75977,-.00031095743,.0084238648,-.778,.0034184903,-.0062753558,1.6865234,.047619045,.0096181631,-.0088072419,.0020952225,.028490067,.0035569668,5.6930571,2.4853218,-.27967739,3.415401,-.65580314,-2.2260423,-.00031202607,2.4448185,-1.8871977,347.67969,.00032530725,-.00129807,-.398,.0042303205,-.011581704,-.21826172,-.057142854,.17113185,.0088243484,.00047397614,.023902893,.004488349,-7.3674974,.68770033,-.58297551,-.003272434,7.5213852,-11.322627,3.8497188,.84642649,7.2500596,417.48047,-.0002848208,.0012068152,-.52499998,.0050506294,-.0016126484,11.884888,.009523809,.014501095,.00017637014,.0027074814,.026483536,.050615609,-.015146345,-.53029108,-.93888706,55.257732,17.191711,-.28466868,37.931629,94.412773,53.335258,19.367964,37.307442,94.640823,21596.533,.225189,.58798623,5.6430001,.17625298,.15632151,1050.7341,.2,.57647794,.5051201,11.3426,20.924564,-.94337541,62.625229,16.504011,.29830682,37.934902,86.891388,64.65789,15.518246,36.461018,87.390762,21179.053,.22547382,.58677942,6.1680002,.17120235,.15793416,1038.8492,.19047619,.56197685,.50494373,11.339892,20.898081,-.44415516,-.42900881
317,3,2019,-.19224195,1,0,0,0,0,1,0,0,1,0,0,15.80476190476191,42.60333333333334,.19301139,.095238097,-.91332561,59.42430935462701,19.05623681493244,-.48226804,37.52055630551368,93.57231149567366,47.54433357271157,20.65766990411506,36.94448978845897,94.06674907292954,23057.373,.22220947,.58917725,4.11,.18743803,.13894659,1071.0516,.19047619,.79268539,.49221832,11.34706,21.031372,-.53032529,.0077064633,3.9645743,-.3642588,-.43651232,-.64390677,2.3858709,-5.5070858,1.7007179,-.23991056,2.3153367,862.40039,-.0029938817,-.0059347749,-.35699999,.0035362393,.00048214197,18.849243,0,.035457432,-.01291889,.0018911362,.054414749,.014298022,-5.4910531,-.25653768,.51859039,-3.1825681,-2.5705271,1.9422019,-.41070071,-2.5678604,-1.0022107,250.75977,-.00031095743,.0084238648,-.778,.0034184903,-.0062753558,1.6865234,.047619045,.0096181631,-.0088072419,.0020952225,.028490067,.0035569668,5.6930571,2.4853218,-.27967739,3.415401,-.65580314,-2.2260423,-.00031202607,2.4448185,-1.8871977,347.67969,.00032530725,-.00129807,-.398,.0042303205,-.011581704,-.21826172,-.057142854,.17113185,.0088243484,.00047397614,.023902893,-.13678575,.050615609,-.015146345,-.93533009,60.950787,19.677032,-.56434608,41.347031,93.756966,51.109219,19.367653,39.752262,92.753624,21944.213,.22551431,.58668816,5.2449999,.1804833,.14473981,1050.5159,.14285715,.74760979,.51394445,11.343074,20.948467,-.93888706,55.257732,17.191711,-.28466868,37.931629,94.412773,53.335258,19.367964,37.307442,94.640823,21596.533,.225189,.58798623,5.6430001,.17625298,.15632151,1050.7341,.2,.57647794,.5051201,11.3426,20.924564,-.39353955,-.44415516
317,3,2020,-.50394022,1,0,0,0,0,1,0,0,1,0,0,15.80476190476191,42.60333333333334,.19301139,.095238097,-.92665005,61.10832790361125,20.32909275255901,.013895315,38.33015576871426,91.19286510590858,57.49585514299062,20.37036209953767,39.46312734144714,90.96989966555184,23005.721,.23048058,.60171276,3.708,.19166197,.14010769,1070.5754,.25,.79749614,.48814338,11.351065,21.031397,-.19224195,-.01332444,1.6840185,1.272856,.49616334,.80959946,-2.3794465,9.9515219,-.2873078,2.5186377,-3.0968494,-51.652344,.008271113,.012535512,-.40200001,.0042239428,.0011610985,-.47619629,.059523806,.0048107505,-.0040749311,.0040044785,.000024795532,.0077064633,3.9645743,-.3642588,-.43651232,-.64390677,2.3858709,-5.5070858,1.7007179,-.23991056,2.3153367,862.40039,-.0029938817,-.0059347749,-.35699999,.0035362393,.00048214197,18.849243,0,.035457432,-.01291889,.0018911362,.054414749,.014298022,-5.4910531,-.25653768,.51859039,-3.1825681,-2.5705271,1.9422019,-.41070071,-2.5678604,-1.0022107,250.75977,-.00031095743,.0084238648,-.778,.0034184903,-.0062753558,1.6865234,.047619045,.0096181631,-.0088072419,.0020952225,.028490067,.33808333,-.13678575,.050615609,-.92103207,55.459736,19.420496,-.04575571,38.164463,91.18644,53.051418,18.956951,37.184399,91.751411,22194.973,.22520335,.59511203,4.467,.18390179,.13846445,1052.2024,.19047619,.75722796,.50513721,11.345169,20.976957,-.93533009,60.950787,19.677032,-.56434608,41.347031,93.756966,51.109219,19.367653,39.752262,92.753624,21944.213,.22551431,.58668816,5.2449999,.1804833,.14473981,1050.5159,.14285715,.74760979,.51394445,11.343074,20.948467,-.53032529,-.39353955
318,3,2017,.93878043,1,0,0,0,1,0,1,0,0,0,0,17.9375,43.0325,.015895644,1,-1.0583541,67.32693300504538,13.0768088904677,.61379671,26.52617764313372,93.54838709677419,58.29598885332175,11.80465280556936,21.71069812566658,90.32258064516128,18267.832,.31240895,.54323977,6.633,.24189705,.016205911,900,.75,.45974439,.37359524,8.3418865,17.837105,.61870599,-.029690146,-.64902925,.64614546,-1.9132087,-2.3035181,-6.4516129,-7.821229,-3.3184834,-10.951428,-9.6774197,-11.925781,.0088095069,.01197654,-.48100001,.00074712932,.00052522682,0,-.25,.13982624,.01506111,-.0030937195,-.0032691956,.02399826,1.465022,.012448932,1.6024485,.050861038,7.6923075,-1.0375795,1.2681607,2.0735257,7.6923075,471.3457,-.0046723783,.001316309,-.34900001,.0077774078,-.0017106198,-82.5,0,-.0084975064,-.0047287643,-.01086998,.033334732,.0064060688,-11.732474,4.4711132,.14881492,3.793678,.47095761,6.0464044,-.77099711,-1.1080438,-1.5698587,450.80469,.0046280921,-.006946981,.039000001,.0068209469,.0022256477,-85,.25,.01312536,.012927771,-.0072593689,.0064182281,-1.1379954,1.2870295,-.24000338,-1.0526623,66.510941,12.418215,.92455703,28.778835,92.307693,67.1548,13.854976,30.5886,92.307693,17808.412,.30827183,.52994692,7.4629998,.23337251,.017391304,982.5,1,.32841566,.36326289,8.3558502,17.807039,-1.0590683,78.243416,7.9471011,.77574211,24.985157,91.836731,61.108395,14.625973,31.696646,93.877548,17357.607,.30364373,.5368939,7.4239998,.22655156,.015165656,1067.5,.75,.3152903,.35033512,8.3631096,17.800621,1.7567014,.46967182
318,3,2018,1.8512245,1,0,0,0,1,0,1,0,0,0,0,17.9375,43.0325,.015895644,1,-1.044468,58.71416807519135,9.933886533352691,.26820365,18.71416685979672,83.87096774193549,62.03905828212929,12.07588045089705,22.29673742486363,87.09677419354838,18238.209,.31587529,.54535055,5.697,.24454044,.016798656,900,.75,.50554371,.37286681,8.3349514,17.83777,.93878043,.013886094,-8.6127653,-3.1429224,-.34559307,-7.8120108,-9.6774197,3.7430694,.27122766,.5860393,-3.2258065,-29.623047,.0034663379,.0021107793,-.93599999,.0026433915,.00059274584,0,0,.045799315,-.00072842836,-.0069351196,.00066566467,-.029690146,-.64902925,.64614546,-1.9132087,-2.3035181,-6.4516129,-7.821229,-3.3184834,-10.951428,-9.6774197,-11.925781,.0088095069,.01197654,-.48100001,.00074712932,.00052522682,0,-.25,.13982624,.01506111,-.0030937195,-.0032691956,.02399826,1.465022,.012448932,1.6024485,.050861038,7.6923075,-1.0375795,1.2681607,2.0735257,7.6923075,471.3457,-.0046723783,.001316309,-.34900001,.0077774078,-.0017106198,-82.5,0,-.0084975064,-.0047287643,-.01086998,.033334732,.32007444,-1.1379954,1.2870295,-1.028664,67.97596,12.430663,2.5270054,28.829695,100,66.117218,15.123137,32.662128,100,18279.758,.30359945,.53126323,7.1139998,.24114992,.015680684,900,1,.31991816,.35853413,8.3449802,17.840374,-1.0526623,66.510941,12.418215,.92455703,28.778835,92.307693,67.1548,13.854976,30.5886,92.307693,17808.412,.30827183,.52994692,7.4629998,.23337251,.017391304,982.5,1,.32841566,.36326289,8.3558502,17.807039,.61870599,1.7567014
318,3,2019,2.06686,1,0,0,0,1,0,1,0,0,0,0,17.9375,43.0325,.015895644,1,-1.0441734,66.88896306607558,14.90872682803027,.87527621,29.1118796492583,94.11764705882352,63.74268551667735,16.20176120487196,28.41895938327692,94.11764705882352,18717.158,.31762144,.54092395,5.292,.25006077,.013608748,900,.75,.55264914,.38158411,8.3223944,17.877644,1.8512245,.00029468536,8.1747952,4.9748402,.60707259,10.397713,10.246679,1.7036272,4.1258807,6.1222219,7.0208731,478.94922,.0017461479,-.0044265985,-.405,.0055203289,-.0031899083,0,0,.047105432,.0087172985,-.01255703,.039873123,.013886094,-8.6127653,-3.1429224,-.34559307,-7.8120108,-9.6774197,3.7430694,.27122766,.5860393,-3.2258065,-29.623047,.0034663379,.0021107793,-.93599999,.0026433915,.00059274584,0,0,.045799315,-.00072842836,-.0069351196,.00066566467,-.029690146,-.64902925,.64614546,-1.9132087,-2.3035181,-6.4516129,-7.821229,-3.3184834,-10.951428,-9.6774197,-11.925781,.0088095069,.01197654,-.48100001,.00074712932,.00052522682,0,-.25,.13982624,.01506111,-.0030937195,-.0032691956,.91244411,.32007444,-1.1379954,-1.0583541,67.326935,13.076809,.61379671,26.526178,93.548386,58.29599,11.804653,21.710697,90.322578,18267.832,.31240895,.54323977,6.6329999,.24189705,.016205911,900,.75,.45974439,.37359524,8.3418865,17.837105,-1.028664,67.97596,12.430663,2.5270054,28.829695,100,66.117218,15.123137,32.662128,100,18279.758,.30359945,.53126323,7.1139998,.24114992,.015680684,900,1,.31991816,.35853413,8.3449802,17.840374,.93878043,.61870599
318,3,2020,-2.3434463,1,0,0,0,1,0,1,0,0,0,0,17.9375,43.0325,.015895644,1,-1.0669131,58.77404466905253,15.623818744035,-.52001524,26.28146444516984,87.09677419354838,69.4627462542402,15.08570310767948,29.98893004891086,90.32258064516128,18628.516,.33190805,.53940362,4.831,.26386186,.01483463,900,0,.5486387,.37448341,8.3216648,17.871929,2.06686,-.022739768,-8.1149187,.71509194,-1.3952914,-2.8304152,-7.0208731,5.7200608,-1.1160581,1.5699706,-3.7950664,-88.642578,.014286608,-.0015203357,-.461,.013801098,.0012258822,0,-.75,-.0040104389,-.0071007013,-.00072956085,-.0057144165,.00029468536,8.1747952,4.9748402,.60707259,10.397713,10.246679,1.7036272,4.1258807,6.1222219,7.0208731,478.94922,.0017461479,-.0044265985,-.405,.0055203289,-.0031899083,0,0,.047105432,.0087172985,-.01255703,.039873123,.013886094,-8.6127653,-3.1429224,-.34559307,-7.8120108,-9.6774197,3.7430694,.27122766,.5860393,-3.2258065,-29.623047,.0034663379,.0021107793,-.93599999,.0026433915,.00059274584,0,0,.045799315,-.00072842836,-.0069351196,.00066566467,.21563542,.91244411,.32007444,-1.044468,58.714169,9.9338865,.26820365,18.714167,83.870964,62.039059,12.07588,22.296738,87.096771,18238.209,.31587529,.54535055,5.697,.24454044,.016798656,900,.75,.50554371,.37286681,8.3349514,17.83777,-1.0583541,67.326935,13.076809,.61379671,26.526178,93.548386,58.29599,11.804653,21.710697,90.322578,18267.832,.31240895,.54323977,6.6329999,.24189705,.016205911,900,.75,.45974439,.37359524,8.3418865,17.837105,1.8512245,.93878043
319,3,2017,.56279349,0,0,0,0,1,0,0,1,0,0,0,18.1571052631579,45.27710526315791,.038136322,.71052629,-1.0599604,66.87233557036733,15.58202457838388,.69831973,33.35626248737012,94.05684754521964,57.36339803526595,18.2975815119106,36.85609428167874,94.30051813471503,19548.42,.32328466,.53018486,8.808999999999999,.24647251,.0279034,872.89471,.27027026,.64812344,.42411858,10.697022,20.254391,.70303619,.003926754,7.2107463,.37574986,.083067238,-.33562467,2.8508174,-1.2067167,-.35975474,-.21223052,2.5919755,93.183594,.0026167929,-.00022053719,-.34900001,.0053385496,-.00028837472,-12.214905,.007112354,.12684941,.011405021,-.0073900223,.0014400482,.012502551,-3.8183556,1.3387926,.21484864,2.7639749,3.2241707,-8.8495045,3.9379208,-.68866509,3.2731686,571.76563,-.0041127503,.0071196556,.94700003,.0065246373,-.0017564595,9.7368164,0,.010181189,-.011692762,-.010250092,.025449753,.00096213818,-12.906141,.34342751,.13393244,-5.473834,-1.4299053,7.4380584,-1.0798149,3.2693288,-.97639054,187.49414,.0041846335,-.0039653778,1.085,.0048950613,-.001069244,10.307007,.07894738,.015306413,.017079324,-.0091772079,-.00029373169,.29266506,-.28891176,.082502604,-1.0763897,63.479946,13.867482,.40040386,30.927912,87.981857,67.419617,14.719416,37.756989,88.435371,18883.471,.32478061,.52328575,8.2110004,.23460932,.029948235,875.3728,.2631579,.51109284,.42440632,10.714663,20.227501,-1.0773518,76.386086,13.524055,.26647142,36.401745,89.411766,59.98156,15.799231,34.487659,89.411766,18695.977,.32059598,.52725112,7.1259999,.22971426,.031017479,865.0658,.18421052,.49578643,.407327,10.72384,20.227795,.41037112,.69928288
319,3,2018,.70424712,0,0,0,0,1,0,0,1,0,0,0,18.1571052631579,45.27710526315791,.038136322,.71052629,-1.0399764,58.08890655526181,17.45111870757206,.41682965,34.09793541224271,90.60052219321149,58.80362339964592,16.62519192940957,34.07689438008061,90.83769633507853,19666.813,.32873401,.53294724,7.328,.25275552,.028875934,875.09869,.27027026,.65113562,.43062928,10.689943,20.26018,.56279349,.019984007,-8.7834291,1.8690941,-.28149009,.74167293,-3.4563253,1.4402254,-1.6723896,-2.7791998,-3.4628217,118.39258,.0054493546,.0027623773,-1.4809999,.006283015,.0009725336,2.2039795,0,.0030121803,.0065107048,-.0070791245,.0057888031,.003926754,7.2107463,.37574986,.083067238,-.33562467,2.8508174,-1.2067167,-.35975474,-.21223052,2.5919755,93.183594,.0026167929,-.00022053719,-.34900001,.0053385496,-.00028837472,-12.214905,.007112354,.12684941,.011405021,-.0073900223,.0014400482,.012502551,-3.8183556,1.3387926,.21484864,2.7639749,3.2241707,-8.8495045,3.9379208,-.68866509,3.2731686,571.76563,-.0041127503,.0071196556,.94700003,.0065246373,-.0017564595,9.7368164,0,.010181189,-.011692762,-.010250092,.025449753,-.1402427,.29266506,-.28891176,-1.0638871,59.661591,15.206275,.61525249,33.691887,91.206032,58.570114,18.657337,37.068325,91.708542,19455.236,.32066786,.5304054,9.158,.24113396,.028191775,885.10962,.2631579,.52127403,.41271356,10.704412,20.252951,-1.0763897,63.479946,13.867482,.40040386,30.927912,87.981857,67.419617,14.719416,37.756989,88.435371,18883.471,.32478061,.52328575,8.2110004,.23460932,.029948235,875.3728,.2631579,.51109284,.42440632,10.714663,20.227501,.70303619,.41037112
319,3,2019,.64733136,0,0,0,0,1,0,0,1,0,0,0,18.1571052631579,45.27710526315791,.038136322,.71052629,-1.0401345,63.6913724992601,18.01657532550949,.37592837,36.08312287748791,92.15189873417722,55.28393631266814,20.2268417050231,36.02072593234503,91.89873417721519,20113.957,.32966024,.52514303,6.764,.25631529,.030702055,882.85089,.27777779,.66690415,.42644191,10.686087,20.292765,.70424712,-.00015819073,5.6024661,.56545663,-.040901273,1.9851874,1.5513766,-3.5196872,3.6016498,1.9438316,1.0610379,447.14453,.00092622638,-.007804215,-.56400001,.0035597682,.0018261205,7.7521973,.0075075328,.015768528,-.0041873753,-.0038566589,.032585144,.019984007,-8.7834291,1.8690941,-.28149009,.74167293,-3.4563253,1.4402254,-1.6723896,-2.7791998,-3.4628217,118.39258,.0054493546,.0027623773,-1.4809999,.006283015,.0009725336,2.2039795,0,.0030121803,.0065107048,-.0070791245,.0057888031,.003926754,7.2107463,.37574986,.083067238,-.33562467,2.8508174,-1.2067167,-.35975474,-.21223052,2.5919755,93.183594,.0026167929,-.00022053719,-.34900001,.0053385496,-.00028837472,-12.214905,.007112354,.12684941,.011405021,-.0073900223,.0014400482,.14145362,-.1402427,.29266506,-1.0599604,66.872337,15.582025,.69831973,33.356262,94.056847,57.3634,18.297581,36.856094,94.300522,19548.42,.32328466,.53018486,8.809,.24647251,.0279034,872.89471,.27027026,.64812344,.42411858,10.697022,20.254391,-1.0638871,59.661591,15.206275,.61525249,33.691887,91.206032,58.570114,18.657337,37.068325,91.708542,19455.236,.32066786,.5304054,9.158,.24113396,.028191775,885.10962,.2631579,.52127403,.41271356,10.704412,20.252951,.56279349,.70303619
